id,first_name,last_name,position,age,year,team_id,team_abbr,state,country,stars,height,shooting2,shooting3,finishing,ballwork,rebounding,defense,potential,potential_grade,pro_potential_grade,stamina,playtime_expectations,minutes,overall,personality,free_agency,recruiting_bias,work_ethic,academic_bias,player_id,is_redshirt,is_redshirting,has_graduated,has_progressed,created_at,updated_at,deleted_at,free_throw,interior_defense,perimeter_defense,spec_shooting2,spec_shooting3,spec_finishing,spec_free_throw,spec_ballwork,spec_rebounding,spec_interior_defense,spec_perimeter_defense,spec_count,archetype,inside_proportion,mid_range_proportion,three_point_proportion,position_one,position_two,position_three,p1_minutes,p2_minutes,p3_minutes,will_declare,previous_team_id,previous_team,will_transfer,leaving_status,transfer_status,transfer_likeliness,recruiting_bias_value,legacy_id,discipline,injury_rating,is_injured,injury_name,injury_type,weeks_of_recovery,injury_reserve,relative_id,notes,relative_type
4189,Jeffrey,Malley,SF,23,5,0,,,Belgium,1,7-1,6,1,2,15,6,0,18,D,51,45,1,0,36,Flamboyant,Average,Average,Average,Average,4189,0,0,0,0,"2025-12-12 00:07:09.534","2025-12-12 00:07:09.225",NULL,11,10,4,1,0,0,0,1,0,1,0,3,,0,0,0,,,,0,0,0,0,223,ACU,NULL,NULL,0,,0,0,13,6,0,,,0,0,0,,0
4193,Jesus,Archuletta,SF,23,5,224,CBU,Michigan,USA,1,6-10,9,13,6,7,9,0,26,D,51,40,0,37,40,Selfish,Adversarial,Average,Average,Average,4193,0,0,0,0,"2024-03-20 15:28:38.780","2024-03-20 15:28:38.780",NULL,6,8,11,0,1,1,0,1,1,1,0,5,,5.2069326664149855,8.742914028176566,3.1575319838607325,SG,SF,,10,27,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4194,Steven,Robinson,SG,23,5,224,CBU,"West Virginia",USA,1,6-11,8,8,4,7,13,0,20,F,62,39,0,35,37,Motivational,Average,"Prefers to play for a team with a rich history",Average,"Wants to finish degree",4194,0,0,0,0,"2024-03-20 15:28:39.936","2024-03-20 15:28:39.936",NULL,13,5,4,1,0,0,1,1,1,0,0,4,,4.932883578708934,9.663220767984624,2.9913460899733253,PG,SF,,30,5,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4195,Joseph,Sanchez,SF,23,5,224,CBU,Louisiana,USA,1,7-1,2,15,3,7,12,0,25,D-,60,31,0,30,40,"Book Worm",Average,"Prefers to play for an up-and-coming team","Track Athlete",Average,4195,0,0,0,0,"2024-03-20 15:28:37.475","2024-03-20 15:28:37.475",NULL,5,13,10,0,1,0,1,0,1,1,0,4,,3.5146795498301153,2.6228742084529695,5.328335222764986,SG,,,30,0,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4196,Adam,Kavuri,SG,23,5,224,CBU,,Singapore,1,6-10,7,9,9,11,5,0,25,D,46,43,1,20,37,Average,Average,Open-Minded,Average,Average,4196,0,0,0,0,"2025-02-18 00:16:50.256","2025-02-18 00:16:50.256",NULL,1,8,7,0,0,0,0,0,0,0,0,0,,2.5503003314206087,1.8344996275827825,4.182723782436972,SF,,,20,0,0,0,0,,NULL,NULL,0,,0,0,9,18,0,,,0,0,0,,0
4197,Richard,Foshee,PG,23,5,224,CBU,,Poland,1,6-9,10,1,9,10,2,0,16,F,98,48,1,0,30,Average,Average,Average,"Working-Class mentality",Average,4197,0,0,0,0,"2025-02-18 00:16:52.385","2025-02-18 00:16:52.385",NULL,8,1,5,1,0,1,1,0,0,0,0,3,,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,15,7,0,,,0,0,0,,0
4198,Christopher,Underwood,C,23,5,224,CBU,Illinois,USA,1,6-9,8,9,4,3,1,0,24,D-,24,38,1,8,26,Motivation,"I'm the starter",Average,Average,Distracted,4198,0,0,0,0,"2025-02-18 00:16:53.611","2025-02-18 00:16:53.611",NULL,10,5,14,1,0,0,0,1,0,0,1,3,,0.7958831994030877,0.9814289029297326,2.6106412214838812,C,,,8,0,0,0,0,,NULL,NULL,0,,0,0,12,7,0,,,0,0,0,,0
4199,Steven,Anderson,C,23,5,224,CBU,California,USA,1,7-0,11,7,5,5,5,0,25,F,42,40,1,0,28,Reliable,Average,Average,Average,"Less likely to get academic probation",4199,0,0,0,0,"2025-12-11 23:35:46.420","2025-12-11 23:35:46.132",NULL,1,6,9,0,0,0,0,0,1,1,0,2,,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,6,12,0,,,0,0,0,,0
4200,William,Jordan,SG,23,5,0,,,Poland,1,7-0,8,10,7,11,1,0,21,D-,57,35,1,0,37,Average,Adversarial,Average,"Skips Leg Day",Average,4200,0,0,0,0,"2025-12-12 00:06:32.603","2025-12-12 00:06:32.294",NULL,11,11,7,1,0,1,1,0,1,0,1,5,,0,0,0,,,,0,0,0,0,224,CBU,NULL,NULL,0,,0,0,12,15,0,,,0,0,0,,0
4201,Ronald,Nyman,C,23,5,224,CBU,"North Dakota",USA,1,7-0,1,9,11,5,9,0,1,F,13,39,1,28,37,Average,Average,Average,Average,Average,4201,0,0,0,0,"2025-12-11 23:35:44.611","2025-12-11 23:35:44.299",NULL,4,8,9,0,1,0,1,0,0,0,1,3,,7.181782447749949,0.7758624709168138,3.811637507571863,PF,C,,3,25,0,0,0,,NULL,NULL,0,,0,0,11,9,0,,,0,0,0,,0
4205,Elliott,Sutton,PF,23,5,225,SUU,,Denmark,2,6-10,15,6,14,4,8,0,26,F,50,30,5,28,45,Abrasive,Market-driven,"Prefers to play in a different state",Average,"Frequent visits to the principal",4205,0,0,0,0,"2024-03-20 15:28:46.336","2024-03-20 15:28:46.336",NULL,5,9,13,1,0,1,0,1,0,0,1,4,,5.531638513428344,7.835596703051559,2.14122630333728,SF,,,28,0,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4206,Christopher,Love,SG,23,5,225,SUU,Massachusetts,USA,1,6-10,6,4,11,9,11,0,29,D+,53,36,0,35,39,Average,Average,"Prefers to play for a national championship contender",Average,"Naturally book smart",4206,0,0,0,0,"2024-03-20 15:28:47.521","2024-03-20 15:28:47.521",NULL,9,1,3,0,1,0,1,1,1,1,0,5,,7.578142139275461,5.0744816743572,2.3111648988402385,SG,PG,,30,5,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4207,Fletcher,White,SF,23,5,225,SUU,Hawaii,USA,1,6-9,11,11,11,2,2,0,17,F,47,31,0,0,30,Average,Average,"Prefers to play for a team with a rich history",Average,Average,4207,0,0,0,0,"2024-03-20 15:28:50.226","2024-03-20 15:28:50.226",NULL,2,9,5,1,1,0,0,0,0,1,0,3,,0,0,0,SG,SF,,0,0,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4208,Arthur,Benjamin,SF,23,5,225,SUU,"American Samoa",USA,1,7-0,6,2,8,15,4,0,24,D+,43,41,1,38,35,Average,"Wants extensions",Average,Average,Average,4208,0,0,0,0,"2025-02-18 00:16:59.434","2025-02-18 00:16:59.434",NULL,1,1,9,0,0,0,0,1,0,0,0,1,,8.09487414554432,8.221599626442533,1.3077127897418122,SG,SF,,26,12,0,0,0,,NULL,NULL,0,,0,0,8,15,0,,,0,0,0,,0
4209,Tim,Owens,SG,23,5,225,SUU,Iowa,USA,1,6-11,11,4,2,5,6,0,17,D,26,30,1,6,24,Average,Average,Average,Average,"Sits at the front of the class",4209,0,0,0,0,"2025-02-18 00:17:03.347","2025-02-18 00:17:03.347",NULL,2,4,9,0,0,0,0,1,0,1,1,3,,0.3940709523185805,2.9350943899673143,0.5092917964106044,SF,,,6,0,0,0,0,,NULL,NULL,0,,0,0,13,12,0,,,0,0,0,,0
4210,Curtiss,Carden,PG,23,5,225,SUU,"Puerto Rico",USA,1,7-1,7,9,3,2,8,0,36,D-,50,35,1,0,29,Extroverted,Market-driven,Average,"Focuses on Max Reps",Average,4210,0,0,0,0,"2025-02-18 00:17:01.853","2025-02-18 00:17:01.853",NULL,13,5,10,0,0,0,1,0,1,0,1,3,,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,14,9,0,,,0,0,0,,0
4211,Joseph,Heupel,SF,23,5,225,SUU,Georgia,USA,1,7-1,7,3,11,3,6,0,14,F,41,33,1,0,35,Average,Average,Average,"Focuses on Max Reps","Didn't come here to play school",4211,0,0,0,0,"2025-12-11 23:35:54.030","2025-12-11 23:35:53.718",NULL,8,16,2,0,0,0,0,0,1,1,0,2,,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,12,14,0,,,0,0,0,,0
4212,Randy,Adkins,PG,23,5,225,SUU,"South Dakota",USA,1,6-9,7,12,11,1,1,0,20,D+,47,33,1,0,26,Outgoing,Average,"Prefers to play for an up-and-coming team",Average,Average,4212,0,0,0,0,"2025-12-11 23:35:55.899","2025-12-11 23:35:55.580",NULL,9,4,5,1,1,0,0,0,0,0,1,3,,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,13,9,0,,,0,0,0,,0
4213,Alex,Duhart,C,23,5,225,SUU,,Algeria,1,6-11,7,7,9,11,6,0,50,C,45,39,1,27,42,Average,Average,Average,"Streams too much",Average,4213,0,0,0,0,"2025-12-11 23:35:51.221","2025-12-11 23:35:50.906",NULL,9,4,15,0,0,0,0,0,1,0,1,2,,5.056185058306702,4.349645509707902,2.2522990939896412,PF,,,27,0,0,0,0,,NULL,NULL,0,,0,0,12,14,0,,,0,0,0,,0
4217,Edgar,Nino,C,23,5,226,SFA,"Puerto Rico",USA,2,7-1,11,13,9,10,17,0,36,D,41,35,5,32,53,Average,Average,"Prefers to play for a specific coach",Average,Average,4217,0,0,0,0,"2024-03-20 15:28:56.252","2024-03-20 15:28:56.252",NULL,5,8,9,0,1,0,0,0,1,0,1,3,,4.742907043776737,5.2669306818448005,6.072171377928438,C,PF,,30,2,0,0,0,,NULL,NULL,0,,"Jason Hyatt",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4218,Elvin,Gaines,C,23,5,226,SFA,Oregon,USA,1,6-11,5,8,4,7,7,0,20,F,43,39,0,0,29,Average,"Championship seeking",Average,Average,Average,4218,0,0,0,0,"2024-03-20 15:28:59.561","2024-03-20 15:28:59.561",NULL,9,3,5,1,0,0,1,1,0,0,0,3,,0,0,0,C,,,0,0,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4219,Scott,Shelton,SG,23,5,226,SFA,,Turkey,3,6-10,7,14,11,15,11,0,16,D,57,36,4,33,54,Average,Average,Average,Average,Average,4219,0,0,0,0,"2024-03-20 15:28:55.085","2024-03-20 15:28:55.085",NULL,11,11,4,0,1,0,0,1,0,0,0,2,,5.796886386838234,3.68685147729136,6.5392614839229335,SF,SG,,30,3,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4220,Chad,Westrup,SF,23,5,226,SFA,Wisconsin,USA,1,6-9,5,6,9,12,4,0,20,D-,42,43,1,3,32,Average,Average,Average,"Working-Class mentality",Average,4220,0,0,0,0,"2025-02-18 00:17:11.904","2025-02-18 00:17:11.904",NULL,4,3,2,0,0,1,1,1,0,0,0,3,,0.7031347510681589,0.3240297080716164,0.3101996940664751,SG,,,3,0,0,0,0,,NULL,NULL,0,,0,0,13,11,0,,,0,0,0,,0
4221,Kirby,Wood,C,23,5,226,SFA,,Sweden,1,6-9,3,7,9,3,8,0,30,C-,27,44,1,0,31,Average,Average,Average,"Footwork king",Average,4221,0,0,0,0,"2025-02-18 00:17:10.600","2025-02-18 00:17:10.600",NULL,1,8,8,0,0,0,0,0,0,1,0,1,,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,9,9,0,,,0,0,0,,0
4222,Bruce,Allen,PF,23,5,226,SFA,Vermont,USA,2,6-9,6,2,9,9,12,0,12,F,55,39,4,30,42,Average,Average,Average,Average,Average,4222,0,0,0,0,"2025-02-18 00:17:08.167","2025-02-18 00:17:08.167",NULL,6,6,11,1,1,1,0,0,1,1,0,5,,9.19130393553149,5.718171318910877,1.5205867356199758,SF,,,30,0,0,0,0,,NULL,NULL,0,,0,0,8,13,0,,,0,0,0,,0
4223,Ramiro,Norman,PF,23,5,226,SFA,"South Dakota",USA,2,6-11,10,1,9,6,8,0,13,F,42,40,2,0,41,Average,Average,Average,Average,Average,4223,0,0,0,0,"2025-12-11 23:36:03.508","2025-12-11 23:36:03.175",NULL,8,14,11,0,0,0,0,1,0,1,0,2,,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,10,13,0,,,0,0,0,,0
4224,Guillermo,Bautista,PG,23,5,226,SFA,Pennsylvania,USA,1,6-10,15,6,3,8,3,0,29,C-,22,44,1,10,33,Average,Average,Average,Average,Average,4224,0,0,0,0,"2025-12-11 23:36:05.651","2025-12-11 23:36:05.336",NULL,5,10,13,1,0,0,0,0,0,0,1,2,,0.6699970740218325,2.9002130646321516,0.6137650851467042,PG,,,10,0,0,0,0,,NULL,NULL,0,,0,0,13,6,0,,,0,0,0,,0
4225,Ronnie,Durden,SF,23,5,226,SFA,Hawaii,USA,1,7-0,5,1,16,10,7,0,43,C-,90,45,1,18,45,Focused,"Hometown hero",Average,Average,"Has other priorities",4225,0,0,0,0,"2025-12-11 23:36:01.524","2025-12-11 23:36:01.205",NULL,10,12,3,1,0,1,1,1,0,0,0,4,,7.227564254953287,2.085728141254621,0.22069880413637585,SF,,,18,0,0,0,0,,NULL,NULL,0,,0,0,7,6,0,,,0,0,0,,0
4229,Jeffrey,Ploen,SF,23,5,227,TAR,,Iceland,1,7-0,9,11,3,13,5,0,15,F,38,42,0,37,39,Reserved,Average,Average,Average,"Didn't come here to play school",4229,0,0,0,0,"2024-03-20 15:29:05.384","2024-03-20 15:29:05.384",NULL,8,9,9,1,1,0,1,1,1,0,0,5,,2.672266222201668,8.741278789534896,3.7124527790875637,SG,SF,,30,7,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4230,Eugene,Woodruff,PF,23,5,227,TAR,Ohio,USA,1,6-9,6,10,7,8,6,0,12,F,44,29,0,20,34,Average,Average,Average,Average,Average,4230,0,0,0,0,"2024-03-20 15:29:07.495","2024-03-20 15:29:07.495",NULL,7,11,1,0,1,0,1,0,0,0,0,2,,4.453777037002773,4.162513709302332,2.410683622784132,SF,C,,5,15,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4231,Keith,Mccarty,PG,23,5,227,TAR,Kansas,USA,2,7-1,10,10,8,5,15,0,19,F,93,28,1,27,45,Average,Average,"Prefers to play for a team with a rich history",Average,"Teacher's Pet",4231,0,0,0,0,"2024-03-20 15:29:03.893","2024-03-20 15:29:03.893",NULL,6,7,11,0,1,0,0,0,1,0,0,2,,6.070333146729715,8.273638360465128,2.5874670884549684,PG,,,27,0,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4232,Thomas,Ericksen,PG,23,5,227,TAR,Nevada,USA,1,7-0,3,11,12,5,7,0,17,F,76,46,1,29,39,Average,Average,Legacy,Average,Distracted,4232,0,0,0,0,"2025-02-18 00:17:18.227","2025-02-18 00:17:18.227",NULL,5,8,11,0,1,1,0,0,0,1,0,3,,3.072564507536452,0.6027568686365488,8.354056602717884,SG,,,29,0,0,0,0,,NULL,NULL,0,,0,0,7,5,0,,,0,0,0,,0
4233,Henry,Dang,PF,23,5,227,TAR,,Vietnam,1,7-1,2,13,5,7,13,0,55,B,51,32,1,31,44,Impatient,Market-driven,Average,Hard-working,Average,4233,0,0,0,0,"2025-02-18 00:17:16.725","2025-02-18 00:17:16.725",NULL,9,15,8,0,1,0,0,0,0,1,0,2,,1.6360003716598757,0.8558413956299881,21.351138578954433,C,PF,,13,18,0,0,0,,NULL,NULL,0,,0,0,11,9,0,,,0,0,0,,0
4234,Carlos,Riaz,SF,23,5,227,TAR,Utah,USA,1,6-11,9,12,3,8,12,0,28,D-,16,43,1,0,36,Average,Average,"Prefers to be close to home",Average,Average,4234,0,0,0,0,"2025-02-18 00:17:20.330","2025-02-18 00:17:20.330",NULL,8,5,3,0,1,0,0,0,1,1,0,3,,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,15,12,0,,,0,0,0,,0
4235,Gary,Merson,C,23,5,0,,Connecticut,USA,1,6-11,5,5,12,7,4,0,22,D-,36,37,1,0,34,Average,Average,Average,"Film Room Genius",Average,4235,0,0,0,0,"2025-12-12 00:08:20.007","2025-12-12 00:08:19.692",NULL,1,2,14,0,0,1,0,1,1,0,1,4,,0,0,0,,,,0,0,0,0,227,TAR,NULL,NULL,0,,0,0,10,13,0,,,0,0,0,,0
4236,Winston,Daniels,C,23,5,227,TAR,Tennessee,USA,1,7-0,5,7,8,10,5,0,19,D+,47,42,1,0,37,Relaxed,Average,Average,Average,Average,4236,0,0,0,0,"2025-12-11 23:36:14.986","2025-12-11 23:36:14.663",NULL,11,7,7,1,0,0,0,1,0,0,0,2,,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,14,9,0,,,0,0,0,,0
4237,Matt,Peel,SG,23,5,0,,Hawaii,USA,1,6-11,16,8,9,4,5,0,24,F,54,48,1,0,36,Average,Average,Average,Average,"Naturally book smart",4237,0,0,0,0,"2025-12-12 00:07:17.413","2025-12-12 00:07:17.103",NULL,4,6,12,1,0,0,0,1,0,0,1,3,,0,0,0,,,,0,0,0,0,227,TAR,NULL,NULL,0,,0,0,9,16,0,,,0,0,0,,0
4241,Matthew,Vollstedt,PG,23,5,228,UTA,California,USA,1,6-10,11,7,4,10,1,0,17,F,41,33,0,28,31,Average,"Hates Cleveland",Average,Average,"Studies hard",4241,0,0,0,0,"2024-03-20 15:29:16.558","2024-03-20 15:29:16.558",NULL,7,8,8,0,0,0,0,0,0,0,0,0,,4.305116596907833,7.80220893707569,3.8152749420355057,PG,,,28,0,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4242,John,Squillante,C,23,5,228,UTA,,Ukraine,1,7-1,7,1,6,9,11,0,4,F,51,40,0,0,35,Average,"Wants extensions","Prefers to play for a specific coach",Average,"Less likely to get academic probation",4242,0,0,0,0,"2024-03-20 15:29:15.087","2024-03-20 15:29:15.087",NULL,5,2,9,0,0,0,0,1,1,0,0,2,,0,0,0,C,,,0,0,0,0,0,,NULL,NULL,0,,"Eric Troutt",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4243,James,Stegall,SF,23,5,228,UTA,Georgia,USA,1,7-1,6,10,6,3,11,0,34,D-,93,43,0,41,40,Average,"Highest bidder",Average,Average,Average,4243,0,0,0,0,"2024-03-20 15:29:13.297","2024-03-20 15:29:13.297",NULL,14,13,8,0,0,1,1,0,1,1,0,4,,6.303920731186469,4.154422940520822,5.320621517804616,SG,SF,PF,30,11,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4244,Alfred,Bynum,PF,23,5,228,UTA,"Puerto Rico",USA,1,7-1,11,6,5,14,5,0,17,F,43,34,1,32,41,Average,Adversarial,Average,Average,Average,4244,0,0,0,0,"2025-02-18 00:17:26.269","2025-02-18 00:17:26.269",NULL,13,8,7,1,0,0,1,1,0,1,0,4,,4.540912241059135,8.125367354758273,4.069561647537913,PF,SF,,27,5,0,0,0,,NULL,NULL,0,,0,0,14,6,0,,,0,0,0,,0
4245,Barry,Beattie,SF,23,5,228,UTA,Oklahoma,USA,1,6-11,10,1,3,15,7,0,50,B,45,34,1,33,40,Average,"Drafted team discount",Average,Average,Average,4245,0,0,0,0,"2025-02-18 00:17:27.765","2025-02-18 00:17:27.765",NULL,11,6,11,0,0,0,0,1,0,0,0,1,,4.0868210169532215,12.18805103213741,1.0173904118844783,SF,SG,,30,3,0,0,0,,NULL,NULL,0,,0,0,11,11,0,,,0,0,0,,0
4246,Christopher,Labrecque,SG,23,5,228,UTA,,Israel,1,7-0,12,11,4,2,2,0,15,F,52,36,1,0,22,Average,Average,Average,Average,Average,4246,0,0,0,0,"2025-02-18 00:17:30.463","2025-02-18 00:17:30.463",NULL,3,4,9,1,0,0,0,0,0,0,1,2,,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,11,15,0,,,0,0,0,,0
4247,Robert,Williams,SG,23,5,0,,,Uganda,1,6-10,7,2,5,10,8,0,19,D-,64,41,1,0,34,Dramatic,"Hometown hero",Average,Average,Average,4247,0,0,0,0,"2025-12-12 00:08:24.030","2025-12-12 00:08:23.723",NULL,4,9,6,1,0,1,0,0,1,1,0,4,,0,0,0,,,,0,0,0,0,228,UTA,NULL,NULL,0,,0,0,11,12,0,,,0,0,0,,0
4248,Phillip,Hicks,PG,23,5,228,UTA,Texas,USA,1,6-9,14,7,15,11,9,0,44,C,50,47,1,21,47,Perfectionist,"Drafted team discount",Average,Average,Average,4248,0,0,0,0,"2025-12-11 23:36:22.695","2025-12-11 23:36:22.384",NULL,5,2,7,1,1,1,0,0,0,0,0,3,,3.870977217825937,3.6572448517304497,0.9972802533164036,SG,,,21,0,0,0,0,,NULL,NULL,0,,0,0,13,8,0,,,0,0,0,,0
4249,Mohamed,Fountain,C,23,5,228,UTA,,Tanzania,1,6-11,9,11,14,11,8,0,22,F,5,44,1,32,45,"Book Worm",Market-driven,Average,Average,Average,4249,0,0,0,0,"2025-12-11 23:36:24.713","2025-12-11 23:36:24.402",NULL,7,5,2,1,0,1,0,0,0,1,0,3,,5.992261029559727,4.572672439770427,3.0479893564932765,PF,C,,7,25,0,0,0,,NULL,NULL,0,,0,0,13,8,0,,,0,0,0,,0
4253,Donald,Ellis,SF,23,5,229,RGV,"New Mexico",USA,1,7-0,9,8,7,11,4,0,17,D-,50,42,0,30,33,Average,Average,Average,"Focuses on Max Weight",Average,4253,0,0,0,0,"2024-03-20 15:29:24.498","2024-03-20 15:29:24.498",NULL,10,1,3,0,1,0,1,0,1,0,0,3,,1.8313071996419046,1.9687663295017395,8.201128572258655,SF,,,30,0,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4254,William,Cody,SF,23,5,229,RGV,,Croatia,2,6-11,3,6,15,11,12,0,26,F,52,41,1,36,47,Average,"Hates Cleveland","Prefers to play for a specific coach","Working-Class mentality",Average,4254,0,0,0,0,"2024-03-20 15:29:21.485","2024-03-20 15:29:21.485",NULL,6,2,7,0,1,1,1,0,1,0,0,4,,4.722552808773517,0.9519432650033979,6.609053423287986,SG,SF,,30,6,0,0,0,,NULL,NULL,0,,"Mack Young",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4255,James,Walsh,SG,23,5,229,RGV,,Spain,1,7-1,4,11,16,3,1,0,22,F,53,29,0,4,31,Motivation,Average,Average,Average,"Takes AP classes",4255,0,0,0,0,"2024-03-20 15:29:25.756","2024-03-20 15:29:25.756",NULL,9,6,1,0,0,1,0,0,0,0,0,1,,0.5674478882704446,0.1334464473441623,1.5286890594367435,SF,,,4,0,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4256,Vijay,Chen,C,23,5,229,RGV,,India,1,7-1,10,15,12,3,7,0,34,C,51,33,1,0,38,Average,Average,Average,Persistant,Average,4256,0,0,0,0,"2025-02-18 00:17:38.723","2025-02-18 00:17:38.723",NULL,2,10,5,1,1,1,0,0,1,0,0,4,,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,17,9,0,,,0,0,0,,0
4257,Clarence,Payne,PG,23,5,229,RGV,"New Jersey",USA,1,6-9,7,14,4,8,8,0,53,C-,54,45,1,0,39,Average,Average,Average,Average,Average,4257,0,0,0,0,"2025-02-18 00:17:37.239","2025-02-18 00:17:37.239",NULL,11,12,6,1,1,0,0,0,0,1,0,3,,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,12,6,0,,,0,0,0,,0
4258,Sun,Nguyen,PG,23,5,229,RGV,"New Hampshire",USA,2,6-11,2,12,8,9,11,0,24,D+,63,35,5,30,46,Perfectionist,Average,Average,Average,Average,4258,0,0,0,0,"2025-02-18 00:17:35.119","2025-02-18 00:17:35.119",NULL,5,9,15,0,0,0,1,0,0,0,1,2,,5.846835912815831,1.0634968823707993,12.047727703171928,PG,,,30,0,0,0,0,,NULL,NULL,0,,0,0,12,13,0,,,0,0,0,,0
4259,Kenneth,Carter,C,23,5,229,RGV,Colorado,USA,1,6-9,3,13,13,7,9,0,33,C-,45,40,1,0,46,Average,Average,Average,Average,Average,4259,0,0,0,0,"2025-12-11 23:36:35.392","2025-12-11 23:36:35.090",NULL,11,7,10,0,1,1,0,1,0,0,0,3,,0,0,0,,,,0,0,0,0,0,,NULL,NULL,0,,0,0,13,12,0,,,0,0,0,,0
4260,Young,Desai,PG,23,5,229,RGV,Guam,USA,1,6-9,4,16,4,10,12,0,56,C,48,42,1,14,45,Extroverted,Average,Open-Minded,"Footwork king",Average,4260,0,0,0,0,"2025-12-11 23:36:37.259","2025-12-11 23:36:36.944",NULL,5,13,10,0,1,0,0,1,0,0,1,3,,1.136805942394692,1.2573323354952155,2.5991300517501172,SG,,,14,0,0,0,0,,NULL,NULL,0,,0,0,13,18,0,,,0,0,0,,0
4261,Kirk,Brooks,C,23,5,0,,Arkansas,USA,1,6-10,10,1,9,5,7,0,11,F,42,38,1,0,37,Jokester,Average,"Prefers to play for a national championship contender",Average,Average,4261,0,0,0,0,"2025-12-12 00:06:19.607","2025-12-12 00:06:19.304",NULL,15,8,8,0,0,0,1,0,0,0,1,2,,0,0,0,,,,0,0,0,0,229,RGV,NULL,NULL,0,,0,0,6,9,0,,,0,0,0,,0
4265,Earl,Stewart,PG,23,5,230,UTU,Utah,USA,1,6-11,9,13,3,1,9,0,22,F,55,42,0,38,31,Average,"Hates Tags",Average,"Focuses on Max Weight",Average,4265,0,0,0,0,"2024-03-20 15:29:32.457","2024-03-20 15:29:32.457",NULL,13,8,6,1,1,0,1,0,0,0,0,3,,3.0563832646260307,5.943713979602678,5.126198955141851,SG,PG,,21,17,0,0,0,,NULL,NULL,0,,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4266,Allen,Burrell,PF,23,5,230,UTU,Connecticut,USA,1,6-11,9,4,8,13,10,0,31,D,33,36,0,35,45,Average,Average,"Prefers to play for a specific coach",Average,Average,4266,0,0,0,0,"2024-03-20 15:29:30.374","2024-03-20 15:29:30.374",NULL,13,3,9,0,0,1,1,1,0,0,0,3,,8.926579693510947,7.323504724867584,1.8714694598136916,SF,PF,,30,5,0,0,0,,NULL,NULL,0,,"James Salzer",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
