id,player_id,team_id,team_abbr,first_name,last_name,position,archetype,age,year,height,overall,shooting2,shooting3,finishing,free_throw,ballwork,rebounding,interior_defense,perimeter_defense,potential_grade,pro_potential_grade,stamina,playtime_expectations,personality,free_agency,recruiting_bias,work_ethic,academic_bias,college_id,college,draft_pick_id,draft_pick,drafted_team_id,drafted_team_abbr,prime_age,is_free_agent,is_nba,is_g_league,is_two_way,is_waived,is_on_trade_block,is_first_team_anba,is_dpoy,is_mvp,is_international,is_super_max_qualified,max_requested,is_retiring,inside_proportion,mid_range_proportion,three_point_proportion,minutes,position_one,position_two,position_three,p1_minutes,p2_minutes,p3_minutes,state,country,potential,spec_shooting2,spec_shooting3,spec_finishing,spec_free_throw,spec_ballwork,spec_rebounding,spec_interior_defense,spec_perimeter_defense,spec_count,drafted_round,previous_team_id,previous_team,is_accepting_offers,is_negotiating,minimum_value,signing_round,negotiation_round,recruiting_bias_value,has_progressed,rejections,discipline,injury_rating,is_injured,injury_name,injury_type,weeks_of_recovery,injury_reserve,relative_id,notes,relative_type,created_at,updated_at,deleted_at,stars,defense,is_int_generated,is_int_declared
9655,9655,0,DRAFT,Egon,Malmberg,SG,,18,2,5-11,78,12,17,17,13,18,14,9,21,C+,43,38,5,Flamboyant,Loyal,"Prefers to play in a different state",Complacent,"Takes AP classes",148,IR,0,0,0,,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SF,SG,,0,0,0,,Iceland,49,0,1,1,1,1,0,0,1,5,0,0,,0,0,1.6,5,4,,1,0,9,18,0,,,0,0,0,,0,"2024-06-18 19:31:16.416","2026-02-15 19:27:03.818",NULL,5,0,1,1
9656,9656,160,"Tasmania JackJumpers",Denzel,Mabizela,SG,,20,2,5-10,54,8,12,3,12,15,10,13,20,C-,47,32,5,Focused,"Drafted team discount",Average,Average,Average,0,,0,0,0,,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Uganda,45,0,0,0,0,1,1,0,1,3,0,0,,0,0,1.6,4,3,,1,0,9,11,0,,,0,0,0,,0,"2024-06-18 19:31:17.006","2026-02-15 19:27:04.127",NULL,2,0,1,0
9657,9657,139,Peja,Mateusz,Piwek,PG,,18,2,5-10,57,20,16,9,11,14,7,13,12,F,56,38,5,Reserved,Average,Average,Average,"Seeks out tutoring",0,,0,0,0,,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Poland,9,1,1,0,1,0,0,0,0,3,0,0,,0,0,1.6,7,6,,1,0,9,13,0,,,0,0,0,,0,"2024-06-18 19:31:17.587","2026-02-15 19:27:04.437",NULL,3,0,1,0
9658,9658,78,"Daegu KOGAS Pegasus","Abd Al-Wadud",Boutros,SF,,21,2,6-7,58,14,7,3,13,14,15,14,16,D,82,39,7,Impatient,Average,Average,Average,Average,0,,0,0,0,,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SG,SF,,0,0,0,,Kuwait,46,1,0,0,0,0,1,0,0,2,0,0,,0,0,1.6,5,4,,1,0,8,12,0,,,0,0,0,,0,"2024-06-18 19:31:18.155","2026-02-15 19:27:04.760",NULL,2,0,1,0
9659,9659,186,"Sagesse SC",Cường,Dao,SG,,19,2,6-5,66,12,11,11,13,15,15,12,14,A-,40,35,4,Average,Average,Average,Average,Average,0,,0,0,0,,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,SF,,0,0,0,,Vietnam,70,0,0,0,0,0,1,1,1,3,0,0,,0,0,1.6,7,6,,1,0,14,12,0,,,0,0,0,,0,"2024-06-18 19:31:18.734","2026-02-15 19:27:05.070",NULL,3,0,1,0
9660,9660,0,FA,Mumtaz,Baba,PG,,22,2,6-3,67,8,11,5,12,24,13,19,11,F,26,45,5,Average,Loyal,Average,"Film Room Genius","Skips classes often",0,,0,0,0,,25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,SG,,0,0,0,,Iraq,32,0,1,0,1,1,0,1,0,4,0,0,,1,0,1.6,4,3,,1,0,8,8,0,,,0,0,0,,0,"2024-06-18 19:31:19.307","2026-02-15 19:27:05.383",NULL,3,0,1,0
9661,9661,0,DRAFT,Don,Hill,PF,,21,2,6-5,66,5,10,21,12,13,14,9,9,D,50,43,3,Average,Average,Average,Average,Average,73,"Fujian Sturgeons",0,0,0,,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SF,,,0,0,0,,Australia,43,0,0,1,1,0,0,0,0,2,0,0,,0,0,1.6,7,6,,1,0,13,11,0,,,0,0,0,,0,"2024-06-18 19:31:20.029","2026-02-15 19:27:05.771",NULL,3,0,1,1
9662,9662,145,Pyrinto,George,Demeyer,SG,,19,2,6-5,56,13,20,7,16,12,4,20,14,B+,51,40,5,Average,Average,Average,Average,Average,0,,0,0,0,,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Belgium,65,1,1,0,1,0,0,1,1,5,0,0,,0,0,1.6,6,5,,1,0,9,9,0,,,0,0,0,,0,"2024-06-18 19:31:20.603","2026-02-15 19:27:06.091",NULL,2,0,1,0
9663,9663,0,DRAFT,Qiao,Quan,SG,,20,2,6-3,66,19,18,10,6,12,16,12,17,F,46,36,3,Average,Average,Average,"Gym Rat",Average,75,"Levanga Hokkaido",0,0,0,,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SG,PG,,0,0,0,,China,1,1,1,0,0,0,1,0,1,4,0,0,,0,0,1.6,5,4,,1,0,14,10,0,,,0,0,0,,0,"2024-06-18 19:31:21.203","2026-02-15 19:27:06.409",NULL,4,0,1,1
9664,9664,115,Quimsa,"Francisco Javier",Tello,SG,,20,2,5-10,55,15,13,10,9,10,7,14,18,C,55,37,4,Average,Average,Average,Lazy,Average,0,,0,0,0,,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Argentina,46,0,1,0,0,0,0,1,1,3,0,0,,0,0,1.6,7,6,,1,0,11,8,0,,,0,0,0,,0,"2024-06-18 19:31:21.789","2026-02-15 19:27:06.726",NULL,3,0,1,0
9665,9665,180,"Mahram Tehran BC",Reynaldo,Aguilera,C,,19,2,7-0,60,19,13,13,7,11,6,16,18,D,41,37,5,Average,"Drafted team discount","Prefers to play in a different state",Average,Average,0,,0,0,0,,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PF,C,,0,0,0,,Argentina,46,1,1,1,1,0,0,0,1,5,0,0,,0,0,1.6,5,4,,1,0,8,13,0,,,0,0,0,,0,"2024-06-18 19:31:22.363","2026-02-15 19:27:07.042",NULL,3,0,1,0
9666,9666,120,"Mogi das Cruzes Basquete",Kuros,Karakastanias,PF,,20,2,6-6,58,11,10,10,12,11,11,20,10,C-,53,44,1,Average,Average,Average,Average,Average,0,,0,0,0,,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,,,0,0,0,,Albania,50,1,0,0,0,0,1,1,0,3,0,0,,0,0,1.6,5,4,,1,0,18,14,0,,,0,0,0,,0,"2024-06-18 19:31:22.955","2026-02-15 19:27:07.362",NULL,2,0,1,0
9667,9667,135,APOEL,"Yu Shu",Lei,PG,,19,2,6-2,54,8,21,4,15,9,11,20,13,D-,23,41,1,Average,Average,Average,Average,"Studies hard",0,,0,0,0,,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,SG,,0,0,0,,China,35,0,1,0,1,1,1,1,0,5,0,0,,0,0,1.6,5,4,,1,0,12,5,0,,,0,0,0,,0,"2024-06-18 19:31:23.536","2026-02-15 19:27:07.681",NULL,2,0,1,0
9668,9668,74,"South China AA",Masakata,Sano,SG,,18,2,5-10,60,13,21,13,20,12,9,2,14,B,46,32,5,Average,Average,"Prefers to play for a team with a rich history",Average,"Takes AP classes",0,,0,0,0,,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,,,0,0,0,,Japan,57,0,1,0,1,1,0,0,0,3,0,0,,0,0,1.6,4,3,,1,0,18,13,0,,,0,0,0,,0,"2024-06-18 19:31:24.102","2026-02-15 19:27:07.998",NULL,3,0,1,0
9669,9669,131,Aguada,Satam,Deeb,SF,,20,2,6-8,56,7,9,8,11,16,5,15,22,D+,79,38,5,Stoic,"Wants extensions",Average,"Film Room Genius",Average,0,,0,0,0,,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Iran,33,0,0,0,0,1,0,1,1,3,0,0,,0,0,1.6,4,3,,1,0,20,16,0,,,0,0,0,,0,"2024-06-18 19:31:24.667","2026-02-15 19:27:08.321",NULL,3,0,1,0
9670,9670,137,"Hapoel Jerusalem BC",Shigenori,Noguchi,PF,,18,2,6-5,60,19,5,8,12,4,20,20,13,C,45,40,3,Average,Average,"Prefers to play for a team with a rich history",Average,Average,0,,0,0,0,,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SF,PF,C,0,0,0,,Japan,41,1,0,0,1,0,1,1,0,4,0,0,,0,0,1.6,5,4,,1,0,10,8,0,,,0,0,0,,0,"2024-06-18 19:31:25.264","2026-02-15 19:27:08.628",NULL,3,0,1,0
9671,9671,186,"Sagesse SC",Leontii,Efimov,PG,,19,2,6-1,59,4,16,13,15,6,17,13,11,F,52,41,3,Impatient,Average,Average,Average,Average,0,,0,0,0,,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,,,0,0,0,,Russia,29,0,0,0,1,0,1,0,0,2,0,0,,0,0,1.6,7,6,,1,0,13,8,0,,,0,0,0,,0,"2024-06-18 19:31:25.832","2026-02-15 19:27:08.940",NULL,3,0,1,0
9672,9672,100,"Stade Malien","Zhi Wei",Hui,SF,,19,2,6-8,60,19,10,4,9,21,11,7,18,C+,30,34,7,Average,Average,Average,Average,Average,0,,0,0,0,,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SF,PF,,0,0,0,,Taiwan,46,1,1,0,1,1,0,0,1,5,0,0,,0,0,1.6,6,5,,1,0,12,10,0,,,0,0,0,,0,"2024-06-18 19:31:26.401","2026-02-15 19:27:09.256",NULL,3,0,1,0
9673,9673,184,"Kuwait SC",Tomas,Salgado,SG,,18,2,5-11,58,8,17,13,9,14,9,20,3,C,44,33,7,Average,Average,Average,Average,"Frequent visits to the principal",0,,0,0,0,,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Argentina,48,0,1,0,0,0,0,1,0,2,0,0,,0,0,1.6,5,4,,1,0,7,10,0,,,0,0,0,,0,"2024-06-18 19:31:26.993","2026-02-15 19:27:09.575",NULL,3,0,1,0
9674,9674,0,FA,Gennadii,Ishchak,PG,,19,2,6-3,55,22,18,11,13,4,13,9,11,C-,56,35,1,"Absent Minded",Average,Average,Average,"Has other priorities",0,,0,0,0,,22,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Ukraine,34,1,1,0,0,0,0,1,0,3,0,0,,1,0,1.6,5,4,,1,0,10,14,0,,,0,0,0,,0,"2024-06-18 19:31:27.574","2026-02-15 19:27:09.872",NULL,2,0,1,1
9675,9675,0,FA,Jan,Fabiszak,PG,,18,2,5-10,48,7,3,13,11,9,14,4,7,C+,20,34,3,Average,Average,Legacy,"Track Athlete",Average,0,,0,0,0,,33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Poland,51,0,0,0,1,0,1,0,1,3,0,0,,1,0,1.6,4,3,,1,0,7,13,0,,,0,0,0,,0,"2024-06-18 19:31:28.164","2026-02-15 19:27:10.195",NULL,1,0,1,1
9676,9676,0,FA,Tatsuma,Obara,SG,,18,2,5-11,35,8,6,8,6,10,5,8,4,C,53,31,6,Flamboyant,Average,Average,Average,Average,0,,0,0,0,,25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Japan,47,0,0,0,0,0,0,0,0,0,0,0,,1,0,1.6,5,4,,1,0,11,12,0,,,0,0,0,,0,"2024-06-18 19:31:28.741","2026-02-15 19:27:10.515",NULL,1,0,1,1
9677,9677,102,"Ferroviario da Beira",Jaime,Barnett,PF,,20,2,6-5,46,10,13,10,13,6,8,14,6,B-,50,39,7,Average,Average,Average,Average,Average,0,,0,0,0,,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Australia,44,0,0,1,1,0,0,1,0,3,0,0,,0,0,1.6,6,5,,1,0,8,8,0,,,0,0,0,,0,"2024-06-18 19:31:29.303","2026-02-15 19:27:10.829",NULL,1,0,1,0
9678,9678,170,"Da Nang Dragons",Naaib,Yeyeye,SF,,18,3,6-6,58,6,11,18,10,11,13,8,7,C+,45,38,2,Average,Average,"Prefers to play for an up-and-coming team",Average,Average,0,,0,0,0,,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PF,SF,,0,0,0,,Nigeria,64,0,0,1,0,1,0,0,0,2,0,0,,0,0,1.7,4,3,,1,0,7,9,0,,,0,0,0,,0,"2024-06-18 19:31:29.909","2026-02-15 19:27:11.132",NULL,2,0,1,0
9679,9679,190,"Al-Ittihad BC",Chai,Thongdi,SF,,18,2,6-5,52,17,11,11,5,10,9,7,16,D+,12,33,1,Average,"Hometown hero",Average,"Skips Leg Day",Distracted,0,,0,0,0,,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Singapore,47,1,1,0,0,1,1,0,1,5,0,0,,0,0,1.6,4,3,,1,0,6,13,0,,,0,0,0,,0,"2024-06-18 19:31:30.474","2026-02-15 19:27:11.443",NULL,2,0,1,0
9680,9680,0,DRAFT,Norbert,Lichon,SG,,18,2,6-1,68,9,16,15,11,21,11,14,5,A+,52,29,4,Average,"Wants extensions","Prefers to play for a specific coach",Average,"Teacher's Pet",110,"US Monastir",0,0,0,,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Poland,85,0,0,0,0,1,0,1,0,2,0,0,,0,0,1.6,6,5,,1,0,11,11,0,,,0,0,0,,0,"2024-06-18 19:31:31.048","2026-02-15 19:27:11.757",NULL,3,0,1,1
9681,9681,74,"South China AA",Kỳ,Can,SF,,21,2,6-6,55,12,12,11,6,19,7,3,14,B,52,36,3,Average,Average,Average,Average,Average,0,,0,0,0,,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Vietnam,54,1,0,0,0,1,0,0,1,3,0,0,,0,0,1.6,6,5,,1,0,13,12,0,,,0,0,0,,0,"2024-06-18 19:31:31.611","2026-02-15 19:27:12.073",NULL,2,0,1,0
9682,9682,0,FA,Chao,Gong,SG,,18,2,6-5,47,5,14,8,10,16,4,12,8,C+,53,34,0,Average,"Wants extensions",Average,Average,"Teacher's Pet",0,,0,0,0,,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Indonesia,46,0,0,0,0,0,0,0,0,0,0,0,,1,0,1.6,7,6,,1,0,13,13,0,,,0,0,0,,0,"2024-06-18 19:31:32.210","2026-02-15 19:27:12.382",NULL,1,0,1,1
9683,9683,0,FA,Luthando,Mbili,PG,,19,2,6-4,54,11,8,8,13,16,12,10,7,C+,53,38,6,Average,Average,Average,Average,Average,0,,0,0,0,,31,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Uganda,50,0,0,0,0,1,0,1,1,3,0,0,,1,0,1.6,7,6,,1,0,12,11,0,,,0,0,0,,0,"2024-06-18 19:31:32.800","2026-02-15 19:27:12.696",NULL,2,0,1,1
9684,9684,102,"Ferroviario da Beira",Ousmane,Godide,SF,,18,2,6-8,47,14,3,4,5,7,18,11,12,C,55,39,1,Average,Average,Average,Average,Average,0,,0,0,0,,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Mozambique,52,0,0,0,0,0,1,1,1,3,0,0,,0,0,1.6,6,5,,1,0,6,10,0,,,0,0,0,,0,"2024-06-18 19:31:33.392","2026-02-15 19:27:13.018",NULL,1,0,1,0
9685,9685,118,"Franca Basquetebol Clube",Kanta,No,SG,,19,2,5-11,56,23,7,11,7,13,8,11,14,B+,75,37,5,Dramatic,"Wants extensions","Prefers to play for a national championship contender",Average,Average,0,,0,0,0,,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Japan,69,1,0,1,0,0,0,1,0,3,0,0,,0,0,1.6,7,6,,1,0,11,13,0,,,0,0,0,,0,"2024-06-18 19:31:33.998","2026-02-15 19:27:13.327",NULL,2,0,1,0
9686,9686,147,Grindavik,Fares,Ahmad,SG,,19,2,6-0,52,13,11,6,11,15,13,6,9,C,86,37,5,Average,Average,Average,Average,Average,0,,0,0,0,,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,,,0,0,0,,Iran,55,0,0,0,0,0,0,0,0,0,0,0,,0,0,1.6,5,4,,1,0,12,12,0,,,0,0,0,,0,"2024-06-18 19:31:34.580","2026-02-15 19:27:13.641",NULL,2,0,1,0
9687,9687,167,"Singapore Slingers",Adewale,Mzobe,SG,,21,2,6-2,52,5,17,3,4,18,16,8,7,C-,41,46,5,Average,Average,"Prefers to play for a national championship contender",Average,Average,0,,0,0,0,,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Rwanda,33,0,1,0,0,1,1,0,0,3,0,0,,0,0,1.6,7,6,,1,0,17,11,0,,,0,0,0,,0,"2024-06-18 19:31:35.156","2026-02-15 19:27:13.959",NULL,2,0,1,0
9688,9688,0,FA,Fahmi,Amin,PG,,22,2,5-10,46,18,10,8,9,9,9,6,10,B+,47,42,2,Average,Adversarial,Average,Average,Average,0,,0,0,0,,33,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Kuwait,62,0,0,0,0,0,0,0,0,0,0,0,,1,0,1.6,4,3,,1,0,14,16,0,,,0,0,0,,0,"2024-06-18 19:31:35.732","2026-02-15 19:27:14.287",NULL,1,0,1,1
9689,9689,151,Baerum,Samuel,Valencia,PF,,21,2,6-8,54,20,15,9,12,11,14,5,5,C+,94,40,5,Average,Average,Average,Average,Average,0,,0,0,0,,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,,,0,0,0,,Australia,49,1,0,0,0,0,1,0,0,2,0,0,,0,0,1.6,7,6,,1,0,12,15,0,,,0,0,0,,0,"2024-06-18 19:31:36.338","2026-02-15 19:27:14.602",NULL,2,0,1,0
9690,9690,0,FA,Kaique,Azevedo,SG,,21,2,6-2,70,5,16,10,11,21,19,11,10,D,55,45,7,Average,"Hometown hero",Average,"Working-Class mentality","Teacher's Pet",118,"Franca Basquetebol Clube",0,0,0,,25,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PG,SG,,0,0,0,,Brazil,38,0,1,0,0,1,1,0,0,3,0,0,,1,0,1.6,7,2,,1,0,12,11,0,,,0,0,0,,0,"2024-06-18 19:31:36.911","2026-02-15 19:27:14.917",NULL,4,0,1,1
9691,9691,76,"BC Astana",Ivan,Petukhov,PF,,20,2,6-5,68,17,12,14,8,14,14,16,12,D+,57,37,5,Average,Average,Average,"Gym Rat",Average,0,,0,0,0,,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SF,PF,,0,0,0,,Russia,42,1,1,1,0,0,0,1,0,4,0,0,,0,0,1.6,7,6,,1,0,8,18,0,,,0,0,0,,0,"2024-06-18 19:31:37.501","2026-02-15 19:27:15.238",NULL,4,0,1,0
9692,9692,0,DRAFT,Robin,Scharinger,PF,,18,2,6-8,71,7,13,12,14,16,17,13,18,D-,53,33,9,Reserved,Average,Average,"Trolls on Discord","Loves Learning",114,"Obras Sanitarias",0,0,0,,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SF,PF,,0,0,0,,Austria,20,0,0,1,0,1,1,1,1,5,0,0,,0,0,1.6,7,6,,1,0,13,10,0,,,0,0,0,,0,"2024-06-18 19:31:38.074","2026-02-15 19:27:15.557",NULL,5,0,1,1
9693,9693,0,FA,Ayoub,Kanaan,SG,,18,2,5-10,63,10,13,17,12,15,9,14,9,F,45,36,3,Average,Average,"Prefers to play for a specific coach","Skips Leg Day",Average,124,"Titanes de Barranquilla",0,0,0,,29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SF,SG,,0,0,0,,Lebanon,16,0,0,1,0,1,0,1,1,4,0,0,,1,0,1.6,5,4,,1,0,7,12,0,,,0,0,0,,0,"2024-06-18 19:31:38.659","2026-02-15 19:27:15.868",NULL,3,0,1,0
9694,9694,0,FA,Dabir,Vunisa,PG,,19,2,5-11,56,13,17,11,20,16,5,5,12,C-,46,38,1,Average,Adversarial,Average,Loud,Average,0,,0,0,0,,25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Algeria,51,0,1,1,1,0,0,0,1,4,0,0,,1,0,1.6,6,5,,1,0,8,10,0,,,0,0,0,,0,"2024-06-18 19:31:39.228","2026-02-15 19:27:16.181",NULL,2,0,1,1
9695,9695,0,FA,Oscar,Granado,PF,,18,2,6-5,48,7,17,13,9,9,3,10,14,A-,41,36,4,Average,Adversarial,Average,Average,Average,0,,0,0,0,,26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Peru,83,0,1,1,0,1,0,0,1,4,0,0,,1,0,1.6,6,5,,1,0,16,13,0,,,0,0,0,,0,"2024-06-18 19:31:40.161","2026-02-15 19:27:16.493",NULL,1,0,1,1
9696,9696,113,"Instituto ACC",Barak,Mdluli,PF,,18,2,6-8,62,9,18,12,15,15,12,14,4,C+,53,40,2,Average,Average,Average,"Working-Class mentality","Naturally book smart",0,,0,0,0,,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SF,,,0,0,0,,"Ivory Coast",50,1,1,1,1,1,1,0,0,6,0,0,,0,0,1.6,6,5,,1,0,14,7,0,,,0,0,0,,0,"2024-06-18 19:31:40.850","2026-02-15 19:27:16.816",NULL,3,0,1,0
9697,9697,173,"Sabah BC",Nikandr,Miasnikov,SG,,18,2,5-10,48,11,8,6,12,10,12,8,12,B+,53,34,5,Average,Average,Legacy,Quiet,Tutor,0,,0,0,0,,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Russia,57,0,0,0,0,0,0,0,0,0,0,0,,0,0,1.6,6,5,,1,0,12,8,0,,,0,0,0,,0,"2024-06-18 19:31:41.431","2026-02-15 19:27:17.135",NULL,1,0,1,0
9698,9698,0,FA,Khitko,Mladenov,SF,,21,2,6-6,77,12,8,17,13,20,17,4,21,B-,45,35,6,Outgoing,Average,Average,"Skips Leg Day",Average,60,"Shenzhen Leopards",0,0,0,,31,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SG,,,0,0,0,,"Czech Republic",75,0,0,1,0,1,1,0,1,4,0,0,,1,0,1.6,7,4,,1,0,19,10,0,,,0,0,0,,0,"2024-06-18 19:31:42.013","2026-02-15 19:27:17.456",NULL,3,0,1,1
9699,9699,0,FA,Bertalan,Szekely,SF,,19,2,6-8,43,9,11,5,17,12,6,5,11,F,50,38,5,Average,Average,Average,Average,Average,0,,0,0,0,,27,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Croatia,1,0,0,0,1,1,0,0,0,2,0,0,,1,0,1.6,5,4,,1,0,9,11,0,,,0,0,0,,0,"2024-06-18 19:31:42.594","2026-02-15 19:27:17.771",NULL,1,0,1,1
9700,9700,0,FA,Jose,Beasley,C,,19,2,6-11,39,11,13,10,7,6,6,7,7,F,53,39,8,Dramatic,Loyal,Average,Average,"Less likely to get academic probation",0,,0,0,0,,34,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Israel,23,0,0,0,0,0,0,0,0,0,0,0,,1,0,1.6,4,3,,1,0,9,10,0,,,0,0,0,,0,"2024-06-18 19:31:43.151","2026-02-15 19:27:18.199",NULL,1,0,1,1
9701,9701,138,"Aquila Basket",Torsten,Kristiansson,SF,,20,2,6-8,61,13,21,10,12,8,7,19,23,C-,51,33,3,Eccentric,Average,Average,Average,Average,0,,0,0,0,,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SG,SF,,0,0,0,,Iceland,53,0,1,0,0,0,0,1,1,3,0,0,,0,0,1.6,4,3,,1,0,14,9,0,,,0,0,0,,0,"2024-06-18 19:31:43.741","2026-02-15 19:27:18.514",NULL,3,0,1,0
9702,9702,113,"Instituto ACC",Jayden,Reardon,SF,,18,2,6-6,54,13,5,8,7,6,19,11,15,B,42,40,4,Disruptive,Loyal,"Prefers to play in a different state",Average,"Skips classes often",0,,0,0,0,,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Vanuatu,55,0,0,0,0,0,1,0,0,1,0,0,,0,0,1.6,5,4,,1,0,10,14,0,,,0,0,0,,0,"2024-06-18 19:31:44.322","2026-02-15 19:27:18.824",NULL,2,0,1,0
9703,9703,80,"BC Andorra",Einar,Eliassen,SG,,18,2,5-10,62,17,11,6,19,15,16,14,7,A,62,35,6,Average,"Drafted team discount",Average,Average,"Less likely to get academic probation",0,,0,0,0,,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SF,,,0,0,0,,Denmark,92,1,0,0,1,1,1,1,0,5,0,0,,0,0,1.6,7,6,,1,0,15,8,0,,,0,0,0,,0,"2024-06-18 19:31:44.903","2026-02-15 19:27:19.141",NULL,2,0,1,0
9704,9704,0,FA,"Zhi Hong",Bai,PG,,19,2,5-10,52,20,5,7,14,9,11,16,9,B-,46,32,5,Average,Average,Average,Average,Average,0,,0,0,0,,29,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,Taiwan,51,1,0,0,0,0,1,1,0,3,0,0,,1,0,1.6,7,6,,1,0,5,9,0,,,0,0,0,,0,"2024-06-18 19:31:45.511","2026-02-15 19:27:19.456",NULL,2,0,1,1
9705,9705,86,"JL Bourg","Saifur Rehman",Botros,SF,,21,2,6-8,67,19,15,15,10,16,10,17,7,C+,1,39,6,Reliable,"Wants extensions",Average,Average,"Sits at the back of the class",0,,0,0,0,,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SG,SF,,0,0,0,,Bahrain,39,1,1,0,0,1,0,1,0,4,0,0,,0,0,1.6,5,4,,1,0,16,10,0,,,0,0,0,,0,"2024-06-18 19:31:46.107","2026-02-15 19:27:19.764",NULL,3,0,1,0
9706,9706,0,FA,Salim,Shinga,SG,,18,2,5-11,40,13,14,5,7,11,4,4,14,D,45,37,4,Average,Loyal,Average,Average,"Wants to finish degree",0,,0,0,0,,30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,0,0,0,,"South Sudan",33,1,1,0,0,1,0,0,0,3,0,0,,1,0,1.6,5,4,,1,0,11,11,0,,,0,0,0,,0,"2024-06-18 19:31:46.697","2026-02-15 19:27:20.082",NULL,1,0,1,1
9707,9707,0,DRAFT,Ling,Yung,SF,,18,2,6-7,77,16,23,23,10,12,11,22,8,B+,76,30,7,Average,"Hometown hero",Average,Average,Average,75,"Levanga Hokkaido",0,0,0,,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SG,,,0,0,0,,China,84,1,1,1,0,0,1,1,0,5,0,0,,0,0,1.6,5,4,,1,0,11,16,0,,,0,0,0,,0,"2024-06-18 19:31:47.290","2026-02-15 19:27:20.404",NULL,4,0,1,1
